id_do_caso,continente,educacao_do_empregado,tem_experiencia_de_trabalho,requer_treinamento_de_trabalho,num_de_empregados,ano_de_estabelecimento,regiao_de_emprego,salario_prevalecente,unidade_de_salario,posicao_em_tempo_integral,status_do_caso,cat_empresa,cat_salario,cat_experiencia
EZYV17416,Ásia,Ensino Superior,N,N,4166,1947,Nordeste,124.97,Hora,S,Negado,intermediaria,baixo,4
EZYV2720,América do Sul,Mestrado,N,N,23645,1916,Meio-Oeste,132.04,Hora,S,Negado,antiga,baixo,4
EZYV13891,Ásia,Ensino Superior,S,N,607,2000,Nordeste,104110.64,Ano,S,Aprovado,nova,medio_alto,2
EZYV2449,Ásia,Ensino Médio,S,N,873,2011,Meio-Oeste,109026.57,Ano,S,Aprovado,nova,alto,2
EZYV212,Ásia,Mestrado,S,N,3980,1869,Sul,53767.37,Ano,S,Aprovado,antiga,medio_baixo,2
EZYV1805,Europa,Doutorado,N,N,259,1975,Nordeste,60935.18,Ano,S,Aprovado,intermediaria,medio_baixo,4
EZYV12812,Ásia,Mestrado,S,N,2785,1985,Meio-Oeste,47706.45,Ano,S,Aprovado,intermediaria,medio_baixo,2
EZYV14855,Ásia,Ensino Superior,S,N,3537,1962,Sul,249850.51,Ano,N,Aprovado,intermediaria,alto,2
EZYV8245,Ásia,Ensino Superior,N,N,3218,1985,Sul,79.1718,Hora,S,Negado,intermediaria,baixo,4
EZYV5631,América do Norte,Mestrado,S,N,2707,2006,Sul,6278.09,Ano,S,Aprovado,nova,baixo,2
EZYV15089,Ásia,Doutorado,S,N,1116,1999,Nordeste,90494.35,Ano,S,Aprovado,nova,medio_alto,2
EZYV15043,Ásia,Ensino Superior,S,N,3143,2000,Meio-Oeste,147481.01,Ano,S,Aprovado,nova,alto,2
EZYV20361,Ásia,Mestrado,N,N,150,1937,Sul,103362.64,Ano,S,Aprovado,antiga,medio_alto,4
EZYV224,Europa,Ensino Superior,N,N,787,1913,Nordeste,158569.72,Ano,N,Negado,antiga,alto,4
EZYV7454,Ásia,Ensino Médio,S,N,3434,1998,Oeste,101797.53,Ano,S,Negado,nova,medio_alto,2
EZYV10669,Ásia,Ensino Superior,S,N,421,1994,Meio-Oeste,103854.19,Ano,S,Aprovado,intermediaria,medio_alto,2
EZYV2121,Europa,Ensino Superior,S,N,1082,1998,Sul,71293.42,Ano,S,Aprovado,nova,medio_alto,2
EZYV7449,Ásia,Ensino Médio,S,N,171,1985,Sul,41743.95,Ano,S,Negado,intermediaria,medio_baixo,2
EZYV19431,Ásia,Ensino Superior,S,N,1500,2005,Oeste,219056.42,Ano,S,Negado,nova,alto,2
EZYV17367,América do Norte,Mestrado,S,N,3910,2003,Nordeste,91051.31,Ano,S,Aprovado,nova,medio_alto,2
EZYV11000,Europa,Ensino Superior,N,N,1961,1964,Meio-Oeste,90028.66,Ano,S,Negado,intermediaria,medio_alto,4
EZYV10542,América do Norte,Ensino Superior,N,N,2448,1994,Oeste,127192.61,Ano,N,Negado,intermediaria,alto,4
EZYV17986,Europa,Ensino Superior,S,N,838,1862,Sul,70530.13,Ano,S,Aprovado,antiga,medio_alto,2
EZYV6157,Ásia,Mestrado,N,N,3583,2013,Oeste,12922.47,Ano,S,Aprovado,nova,baixo,4
EZYV3434,Ásia,Ensino Superior,S,N,222,1989,Sul,813.7261,Hora,S,Aprovado,intermediaria,baixo,2
EZYV846,Ásia,Ensino Superior,S,N,1386,1995,Meio-Oeste,75257.3,Ano,S,Aprovado,intermediaria,medio_alto,2
EZYV4732,Ásia,Ensino Superior,N,N,75,2005,Nordeste,103417.74,Ano,S,Negado,nova,medio_alto,4
EZYV20658,Ásia,Ensino Superior,S,N,2735,2011,Oeste,96858.28,Ano,S,Negado,nova,medio_alto,2
EZYV19399,Ásia,Mestrado,S,N,2217,1971,Oeste,97334.1,Ano,S,Negado,intermediaria,medio_alto,2
EZYV17322,Ásia,Mestrado,N,S,1843,1989,Meio-Oeste,111513.8,Ano,S,Negado,intermediaria,alto,3
EZYV11646,Europa,Mestrado,S,N,474,2010,Nordeste,58633.99,Ano,S,Aprovado,nova,medio_baixo,2
EZYV12670,América do Sul,Mestrado,S,N,10689,1987,Oeste,106657.24,Ano,S,Negado,intermediaria,medio_alto,2
EZYV10218,Ásia,Ensino Superior,S,N,5824,1989,Nordeste,55947.9,Ano,S,Aprovado,intermediaria,medio_baixo,2
EZYV23387,Ásia,Mestrado,S,N,81,1987,Oeste,32072.16,Ano,S,Aprovado,intermediaria,baixo,2
EZYV25194,Ásia,Ensino Médio,S,N,1409,1991,Oeste,148070.58,Ano,N,Aprovado,intermediaria,alto,2
EZYV20856,América do Norte,Ensino Superior,N,N,3538,1998,Sul,161108.31,Ano,S,Aprovado,nova,alto,4
EZYV4515,Ásia,Mestrado,N,N,3025,2009,Sul,99796.88,Ano,S,Negado,nova,medio_alto,4
EZYV15504,Ásia,Mestrado,S,N,1210,1963,Sul,65127.67,Ano,N,Negado,intermediaria,medio_baixo,2
EZYV17801,América do Norte,Mestrado,N,N,3134,1999,Sul,37550.56,Ano,N,Negado,nova,medio_baixo,4
EZYV6962,Ásia,Mestrado,S,N,417,1807,Sul,210.5073,Hora,S,Aprovado,antiga,baixo,2
EZYV17526,América do Sul,Mestrado,S,S,985,2009,Sul,75048.11,Ano,S,Aprovado,nova,medio_alto,1
EZYV5225,Ásia,Ensino Superior,N,N,25108,1976,Nordeste,133661.33,Ano,S,Aprovado,intermediaria,alto,4
EZYV16253,América do Norte,Mestrado,N,N,3360,2002,Nordeste,885.354,Hora,S,Negado,nova,baixo,4
EZYV23395,Ásia,Mestrado,N,N,588,2014,Oeste,13089.01,Ano,S,Negado,nova,baixo,4
EZYV2042,Ásia,Ensino Médio,N,N,1701,2001,Nordeste,55394.17,Ano,S,Negado,nova,medio_baixo,4
EZYV14128,Ásia,Ensino Superior,N,N,4034,2008,Sul,59954.94,Ano,S,Aprovado,nova,medio_baixo,4
EZYV7983,Ásia,Mestrado,N,N,3471,1963,Nordeste,145739.79,Ano,N,Aprovado,intermediaria,alto,4
EZYV24369,Ásia,Mestrado,S,N,4361,1956,Sul,53656.66,Ano,S,Aprovado,intermediaria,medio_baixo,2
EZYV12967,América do Norte,Mestrado,S,N,1232,2012,Oeste,35014.22,Ano,S,Aprovado,nova,medio_baixo,2
EZYV11461,Europa,Ensino Superior,N,N,1000,1998,Oeste,49434.03,Ano,S,Aprovado,nova,medio_baixo,4
EZYV3201,Ásia,Mestrado,N,N,3896,1939,Meio-Oeste,133619.95,Ano,S,Negado,antiga,alto,4
EZYV14338,Ásia,Mestrado,S,N,3151,1992,Oeste,505.6952,Hora,S,Aprovado,intermediaria,baixo,2
EZYV10913,Ásia,Ensino Superior,N,N,3590,2001,Nordeste,50866.22,Ano,S,Aprovado,nova,medio_baixo,4
EZYV16190,América do Norte,Mestrado,N,N,2333,2006,Nordeste,126593.79,Ano,S,Negado,nova,alto,4
EZYV14955,América do Sul,Ensino Médio,N,N,4360,2009,Oeste,55713.88,Ano,S,Negado,nova,medio_baixo,4
EZYV9749,Ásia,Ensino Superior,S,N,1792,2001,Nordeste,74030.93,Ano,S,Negado,nova,medio_alto,2
EZYV22737,Ásia,Ensino Superior,N,N,3747,1994,Oeste,56315.5,Ano,S,Aprovado,intermediaria,medio_baixo,4
EZYV5719,Ásia,Mestrado,N,N,1918,2005,Meio-Oeste,120788.02,Ano,S,Aprovado,nova,alto,4
EZYV9353,Ásia,Mestrado,N,N,490,1928,Nordeste,136157.35,Ano,S,Aprovado,antiga,alto,4
EZYV16629,Ásia,Ensino Médio,S,N,2208,2001,Nordeste,60615.23,Ano,S,Negado,nova,medio_baixo,2
EZYV14318,África,Ensino Superior,S,N,686,1801,Oeste,17261.3,Ano,S,Negado,antiga,baixo,2
EZYV5478,América do Norte,Doutorado,N,S,34346,2000,Sul,72665.49,Ano,S,Aprovado,nova,medio_alto,3
EZYV17438,Ásia,Doutorado,S,N,61171,1987,Ilha,198846.65,Ano,S,Aprovado,intermediaria,alto,2
EZYV9808,Ásia,Ensino Superior,S,N,860,1992,Sul,80719.43,Ano,S,Aprovado,intermediaria,medio_alto,2
EZYV9906,América do Norte,Ensino Superior,N,N,381,1997,Sul,105.08,Hora,S,Negado,nova,baixo,4
EZYV8414,Ásia,Ensino Médio,S,N,2702,1996,Meio-Oeste,34908.02,Ano,S,Negado,nova,medio_baixo,2
EZYV11119,Ásia,Ensino Superior,S,S,907,2006,Sul,114717.93,Ano,S,Aprovado,nova,alto,1
EZYV24916,América do Norte,Ensino Médio,N,N,20525,2004,Sul,100271.46,Ano,S,Aprovado,nova,medio_alto,4
EZYV9987,Ásia,Ensino Superior,N,N,3156,1958,Sul,211405.6,Ano,S,Negado,intermediaria,alto,4
EZYV23053,Ásia,Mestrado,S,N,199,2000,Sul,51075.07,Ano,S,Aprovado,nova,medio_baixo,2
EZYV5044,Ásia,Mestrado,S,N,99,1977,Sul,16635.6,Ano,S,Aprovado,intermediaria,baixo,2
EZYV2903,Ásia,Mestrado,N,S,2632,1995,Oeste,66822.96,Ano,S,Negado,intermediaria,medio_baixo,3
EZYV25412,Ásia,Mestrado,S,N,1963,1999,Oeste,49482.51,Ano,S,Negado,nova,medio_baixo,2
EZYV19753,Ásia,Ensino Superior,S,N,2053,1998,Meio-Oeste,384.1055,Hora,S,Aprovado,nova,baixo,2
EZYV444,América do Norte,Ensino Superior,N,N,3018,1920,Nordeste,104.23,Hora,S,Negado,antiga,baixo,4
EZYV1836,Ásia,Ensino Superior,N,N,752,1970,Nordeste,102037.58,Ano,S,Negado,intermediaria,medio_alto,4
EZYV14872,Europa,Ensino Superior,N,S,2005,1979,Nordeste,131375.82,Ano,S,Negado,intermediaria,alto,3
EZYV20065,Ásia,Ensino Médio,N,N,2821,1887,Nordeste,102238.39,Ano,S,Negado,antiga,medio_alto,4
EZYV20086,Ásia,Mestrado,S,S,1065,1959,Nordeste,164781.05,Ano,S,Negado,intermediaria,alto,1
EZYV10162,América do Norte,Mestrado,N,N,1600,1943,Nordeste,230.14,Hora,S,Aprovado,antiga,baixo,4
EZYV20755,América do Norte,Ensino Superior,N,N,116,1925,Nordeste,246.19,Hora,S,Negado,antiga,baixo,4
EZYV17656,América do Norte,Ensino Superior,S,N,-17,2007,Nordeste,129753.18,Ano,S,Negado,nova,alto,2
EZYV9243,Europa,Mestrado,S,N,3730,1994,Nordeste,11810.36,Ano,S,Aprovado,intermediaria,baixo,2
EZYV12471,Ásia,Ensino Médio,S,N,5831,2007,Sul,5161.33,Ano,S,Negado,nova,baixo,2
EZYV12958,Ásia,Ensino Superior,S,N,500,1989,Nordeste,113418.8,Ano,S,Aprovado,intermediaria,alto,2
EZYV13548,Ásia,Ensino Superior,N,N,1016,1996,Nordeste,146377.98,Ano,S,Aprovado,nova,alto,4
EZYV13096,Ásia,Mestrado,S,N,2420,1872,Nordeste,86266.26,Ano,S,Aprovado,antiga,medio_alto,2
EZYV8186,Ásia,Doutorado,N,S,910,2012,Nordeste,104019.54,Ano,S,Aprovado,nova,medio_alto,3
EZYV15407,Ásia,Ensino Superior,S,N,144,2006,Sul,66773.59,Ano,S,Aprovado,nova,medio_baixo,2
EZYV12234,Ásia,Ensino Superior,N,N,610,1997,Sul,119909.52,Ano,S,Aprovado,nova,alto,4
EZYV19549,América do Sul,Mestrado,S,N,2388,1885,Meio-Oeste,120339.13,Semana,S,Negado,antiga,alto,2
EZYV17804,Ásia,Mestrado,S,S,929,2013,Sul,169104.93,Ano,S,Aprovado,nova,alto,1
EZYV16457,Ásia,Ensino Médio,S,N,2611,2011,Sul,109328.33,Ano,N,Aprovado,nova,alto,2
EZYV22265,Ásia,Ensino Superior,N,N,1536,1995,Nordeste,19259.07,Ano,S,Aprovado,intermediaria,baixo,4
EZYV5606,Ásia,Mestrado,N,N,2258,1998,Nordeste,20013.09,Ano,S,Aprovado,nova,baixo,4
EZYV16931,Ásia,Ensino Superior,N,N,840,1999,Nordeste,76267.1,Ano,S,Aprovado,nova,medio_alto,4
EZYV3925,América do Sul,Ensino Médio,S,N,94,2012,Oeste,17339.2,Ano,S,Aprovado,nova,baixo,2
EZYV3237,Ásia,Ensino Superior,N,S,1572,1998,Sul,111413.21,Ano,S,Negado,nova,alto,3
EZYV22619,Ásia,Mestrado,N,N,4122,2011,Oeste,153396.94,Ano,N,Aprovado,nova,alto,4
EZYV4697,Ásia,Ensino Superior,S,N,2964,1919,Oeste,137878.09,Ano,S,Aprovado,antiga,alto,2
EZYV20129,América do Norte,Ensino Superior,N,N,990,2000,Sul,386.0293,Hora,S,Negado,nova,baixo,4
EZYV18220,América do Norte,Mestrado,S,N,3135,1881,Nordeste,82451.79,Ano,S,Aprovado,antiga,medio_alto,2
EZYV20432,Ásia,Ensino Superior,N,N,3783,2008,Oeste,110127.35,Ano,S,Aprovado,nova,alto,4
EZYV7057,Ásia,Mestrado,N,N,459,1998,Ilha,154682.53,Ano,N,Aprovado,nova,alto,4
EZYV2762,Ásia,Ensino Superior,N,N,1070,1960,Meio-Oeste,69765.81,Ano,S,Negado,intermediaria,medio_baixo,4
EZYV13764,Europa,Mestrado,S,S,3710,1979,Meio-Oeste,20610.17,Ano,S,Aprovado,intermediaria,baixo,1
EZYV9750,Ásia,Mestrado,S,N,1981,2005,Sul,84586.32,Ano,N,Aprovado,nova,medio_alto,2
EZYV9977,América do Norte,Mestrado,N,N,3509,2006,Nordeste,80561.61,Ano,N,Negado,nova,medio_alto,4
EZYV7522,América do Norte,Mestrado,N,N,660,1975,Meio-Oeste,146104.93,Ano,S,Negado,intermediaria,alto,4
EZYV12572,Ásia,Ensino Médio,S,N,2183,2004,Oeste,38546.81,Ano,S,Negado,nova,medio_baixo,2
EZYV1943,América do Norte,Ensino Médio,S,N,2950,1999,Oeste,17916.46,Ano,S,Aprovado,nova,baixo,2
EZYV24616,Ásia,Mestrado,S,N,3885,1961,Sul,78587.67,Mês,S,Aprovado,intermediaria,medio_alto,2
EZYV1124,América do Norte,Ensino Superior,N,N,4263,1998,Nordeste,160.0882,Hora,S,Negado,nova,baixo,4
EZYV14811,Ásia,Mestrado,N,N,20134,2006,Nordeste,318446.05,Ano,S,Aprovado,nova,alto,4
EZYV13845,Ásia,Ensino Superior,S,S,2940,1996,Nordeste,78183.49,Ano,S,Aprovado,nova,medio_alto,1
EZYV13504,América do Norte,Mestrado,S,N,97022,1892,Ilha,94958.94,Ano,S,Negado,antiga,medio_alto,2
EZYV7650,Ásia,Ensino Médio,S,N,182,1999,Sul,50581.41,Ano,S,Negado,nova,medio_baixo,2
EZYV12132,Ásia,Mestrado,S,S,2888,1996,Sul,78172.05,Ano,S,Aprovado,nova,medio_alto,1
EZYV13740,Ásia,Mestrado,S,N,2407,1992,Nordeste,69124.3,Ano,N,Aprovado,intermediaria,medio_baixo,2
EZYV25298,Ásia,Mestrado,S,N,28730,1979,Nordeste,76465.4,Ano,S,Aprovado,intermediaria,medio_alto,2
EZYV22924,Ásia,Ensino Superior,S,N,183,1989,Meio-Oeste,42657.46,Ano,S,Aprovado,intermediaria,medio_baixo,2
EZYV15255,Ásia,Mestrado,S,N,1073,1886,Sul,46635.25,Ano,S,Aprovado,antiga,medio_baixo,2
EZYV19208,Ásia,Mestrado,N,N,1570,2008,Meio-Oeste,86060.21,Ano,N,Aprovado,nova,medio_alto,4
EZYV4771,Ásia,Ensino Médio,S,N,1189,1999,Nordeste,508.8883,Hora,S,Negado,nova,baixo,2
EZYV7263,Ásia,Ensino Médio,N,N,1168,2001,Oeste,32125.12,Ano,S,Negado,nova,baixo,4
EZYV6715,Ásia,Mestrado,S,N,518,2002,Meio-Oeste,130781.13,Ano,N,Aprovado,nova,alto,2
EZYV9434,Ásia,Ensino Médio,S,S,1736,1872,Oeste,126503.87,Ano,S,Negado,antiga,alto,1
EZYV21442,Ásia,Ensino Médio,S,N,4844,1973,Sul,105269.56,Ano,S,Aprovado,intermediaria,medio_alto,2
EZYV14609,Ásia,Doutorado,S,N,1570,1984,Meio-Oeste,81956.42,Ano,N,Aprovado,intermediaria,medio_alto,2
EZYV22312,Ásia,Ensino Superior,S,N,546,2006,Sul,93697.92,Ano,S,Aprovado,nova,medio_alto,2
EZYV6018,Ásia,Mestrado,N,N,2530,2006,Oeste,66865.97,Ano,N,Aprovado,nova,medio_baixo,4
EZYV3923,Ásia,Mestrado,S,N,105683,1998,Sul,118911.27,Ano,S,Aprovado,nova,alto,2
EZYV21853,Ásia,Ensino Superior,S,N,1177,2007,Nordeste,188857.52,Ano,S,Aprovado,nova,alto,2
EZYV10194,Ásia,Mestrado,N,N,1950,2013,Sul,60665.05,Ano,S,Negado,nova,medio_baixo,4
EZYV1026,Europa,Ensino Superior,N,S,176,1943,Sul,5401.14,Ano,S,Aprovado,antiga,baixo,3
EZYV14118,Ásia,Ensino Superior,S,S,1535,2003,Sul,128294.66,Ano,S,Aprovado,nova,alto,1
EZYV3780,Ásia,Mestrado,N,N,4178,1988,Meio-Oeste,104572.62,Ano,S,Negado,intermediaria,medio_alto,4
EZYV9401,Europa,Mestrado,S,N,1285,1968,Oeste,39913.98,Ano,S,Aprovado,intermediaria,medio_baixo,2
EZYV17860,Ásia,Mestrado,N,N,2379,2013,Sul,59389.85,Ano,S,Aprovado,nova,medio_baixo,4
EZYV8061,Ásia,Mestrado,S,N,2716,1976,Nordeste,176480.88,Ano,S,Aprovado,intermediaria,alto,2
EZYV5046,Ásia,Ensino Superior,S,N,5620,2006,Nordeste,75468.65,Ano,S,Aprovado,nova,medio_alto,2
EZYV229,Ásia,Ensino Médio,S,N,584,1968,Oeste,688.1266,Hora,S,Negado,intermediaria,baixo,2
EZYV15859,América do Norte,Mestrado,N,N,1695,1989,Nordeste,108823.58,Ano,S,Negado,intermediaria,alto,4
EZYV24451,Ásia,Ensino Superior,N,N,779,1999,Oeste,39027.98,Ano,S,Negado,nova,medio_baixo,4
EZYV21691,Ásia,Ensino Superior,S,N,2064,1996,Nordeste,74902.63,Ano,S,Negado,nova,medio_alto,2
EZYV25294,América do Norte,Ensino Superior,N,N,350,1996,Sul,154.53,Hora,S,Negado,nova,baixo,4
EZYV17253,Ásia,Mestrado,S,N,5019,1994,Sul,131588.11,Ano,S,Aprovado,intermediaria,alto,2
EZYV25237,Ásia,Ensino Médio,S,N,3606,2000,Meio-Oeste,144226.58,Ano,S,Negado,nova,alto,2
EZYV16821,América do Sul,Ensino Superior,S,N,1957,1982,Nordeste,337.8539,Hora,S,Negado,intermediaria,baixo,2
EZYV12902,Ásia,Mestrado,N,N,2712,2013,Nordeste,121382.77,Ano,N,Aprovado,nova,alto,4
EZYV15615,Ásia,Mestrado,S,N,2888,1926,Meio-Oeste,32171.13,Ano,S,Aprovado,antiga,baixo,2
EZYV12579,Ásia,Doutorado,S,N,3863,2007,Meio-Oeste,85605.51,Ano,S,Aprovado,nova,medio_alto,2
EZYV14993,Ásia,Ensino Superior,N,N,154,2008,Nordeste,130081.59,Ano,S,Aprovado,nova,alto,4
EZYV22677,Ásia,Ensino Superior,N,N,3294,2007,Meio-Oeste,40836.21,Ano,S,Aprovado,nova,medio_baixo,4
EZYV676,Ásia,Ensino Superior,S,N,3041,2004,Sul,116867.59,Ano,S,Aprovado,nova,alto,2
EZYV14793,Europa,Doutorado,N,N,465,1989,Nordeste,9107.57,Ano,S,Aprovado,intermediaria,baixo,4
EZYV6075,Ásia,Ensino Médio,N,N,2123,1968,Nordeste,231.938,Hora,S,Negado,intermediaria,baixo,4
EZYV20809,Ásia,Ensino Superior,S,N,2250,1976,Nordeste,72358.39,Ano,S,Aprovado,intermediaria,medio_alto,2
EZYV9623,Ásia,Mestrado,N,S,1790,1990,Sul,184360.4,Ano,S,Aprovado,intermediaria,alto,3
EZYV19872,Ásia,Mestrado,S,N,3147,2008,Meio-Oeste,97101.9,Ano,S,Aprovado,nova,medio_alto,2
EZYV10285,Ásia,Ensino Superior,S,N,2206,2010,Nordeste,88292.44,Ano,N,Negado,nova,medio_alto,2
EZYV4453,Ásia,Mestrado,S,N,1614,1899,Nordeste,27948.84,Ano,S,Aprovado,antiga,baixo,2
EZYV233,Ásia,Doutorado,S,N,2098,2010,Sul,7794.05,Ano,S,Aprovado,nova,baixo,2
EZYV279,Ásia,Mestrado,N,N,2443,1958,Meio-Oeste,99714.22,Ano,S,Aprovado,intermediaria,medio_alto,4
EZYV13250,Ásia,Ensino Superior,N,N,2123,1904,Oeste,118.76,Hora,S,Aprovado,antiga,baixo,4
EZYV11792,América do Norte,Ensino Superior,S,N,3051,1989,Oeste,150210.82,Ano,S,Aprovado,intermediaria,alto,2
EZYV1262,Ásia,Mestrado,N,S,3405,2014,Sul,53826.46,Ano,S,Aprovado,nova,medio_baixo,3
EZYV21771,Ásia,Ensino Médio,S,N,58630,1804,Oeste,10581.31,Ano,S,Negado,antiga,baixo,2
EZYV10606,Ásia,Ensino Superior,S,N,698,2012,Nordeste,26538.72,Ano,S,Negado,nova,baixo,2
EZYV10824,Europa,Mestrado,N,N,2504,2001,Sul,67130.63,Ano,S,Aprovado,nova,medio_baixo,4
EZYV671,Ásia,Ensino Superior,N,N,1574,2012,Sul,3080.38,Ano,S,Aprovado,nova,baixo,4
EZYV11547,Ásia,Ensino Superior,N,S,558,1873,Sul,95668.77,Ano,S,Aprovado,antiga,medio_alto,3
EZYV25145,Ásia,Doutorado,S,N,3725,1996,Sul,12740.76,Ano,S,Aprovado,nova,baixo,2
EZYV8755,América do Norte,Ensino Superior,N,S,7609,2006,Sul,85095.73,Ano,S,Aprovado,nova,medio_alto,3
EZYV1975,Ásia,Mestrado,N,N,2233,2005,Sul,87796.81,Ano,N,Aprovado,nova,medio_alto,4
EZYV12978,Ásia,Ensino Superior,N,N,1524,1928,Oeste,72723.49,Ano,S,Negado,antiga,medio_alto,4
EZYV25131,Ásia,Mestrado,N,N,3711,2010,Nordeste,72925.13,Ano,S,Negado,nova,medio_alto,4
EZYV24759,Ásia,Mestrado,S,N,4675,1995,Oeste,99587.17,Ano,S,Aprovado,intermediaria,medio_alto,2
EZYV16384,Ásia,Mestrado,S,N,2920,1999,Meio-Oeste,59726.06,Ano,S,Aprovado,nova,medio_baixo,2
EZYV14586,Ásia,Ensino Superior,S,N,1855,1980,Sul,142770.49,Ano,S,Negado,intermediaria,alto,2
EZYV25432,Ásia,Ensino Superior,S,N,2984,1995,Meio-Oeste,114781.64,Ano,N,Aprovado,intermediaria,alto,2
EZYV14694,Ásia,Mestrado,N,N,2497,2011,Meio-Oeste,268110.52,Ano,S,Aprovado,nova,alto,4
EZYV25460,Ásia,Ensino Médio,S,N,4727,1990,Meio-Oeste,53952.84,Ano,S,Negado,intermediaria,medio_baixo,2
EZYV12273,Ásia,Mestrado,S,N,4163,1999,Meio-Oeste,38763.04,Ano,S,Aprovado,nova,medio_baixo,2
EZYV8117,Ásia,Mestrado,S,N,1467,1931,Sul,58560.83,Ano,S,Aprovado,antiga,medio_baixo,2
EZYV20795,Ásia,Ensino Superior,N,N,2922,1823,Sul,72846.99,Ano,S,Negado,antiga,medio_alto,4
EZYV7295,Ásia,Ensino Superior,S,N,4485,1995,Sul,116908.85,Ano,S,Aprovado,intermediaria,alto,2
EZYV4193,Ásia,Mestrado,N,N,68,1994,Sul,43182.32,Ano,S,Negado,intermediaria,medio_baixo,4
EZYV4949,Ásia,Doutorado,N,N,1570,2004,Nordeste,153971.89,Ano,S,Aprovado,nova,alto,4
EZYV17574,América do Sul,Ensino Superior,N,N,317,1995,Nordeste,40784.62,Ano,S,Negado,intermediaria,medio_baixo,4
EZYV19186,Ásia,Ensino Médio,S,N,2983,2005,Nordeste,59079.03,Ano,S,Aprovado,nova,medio_baixo,2
EZYV24850,Ásia,Ensino Superior,N,S,4880,2002,Sul,154900.66,Ano,S,Aprovado,nova,alto,3
EZYV6351,Ásia,Ensino Superior,N,S,241,2012,Oeste,45991.89,Ano,S,Negado,nova,medio_baixo,3
EZYV21106,Europa,Doutorado,S,S,2208,1981,Sul,45234.24,Ano,S,Aprovado,intermediaria,medio_baixo,1
EZYV10429,Ásia,Ensino Superior,S,N,1465,1996,Sul,176620.95,Ano,S,Aprovado,nova,alto,2
EZYV10243,Ásia,Ensino Superior,S,N,3342,1998,Nordeste,106700.22,Ano,S,Negado,nova,medio_alto,2
EZYV23898,Ásia,Ensino Superior,N,N,498,2004,Sul,43241.55,Ano,S,Negado,nova,medio_baixo,4
EZYV6752,Ásia,Mestrado,S,N,522,2004,Nordeste,48782.46,Ano,S,Aprovado,nova,medio_baixo,2
EZYV20829,Europa,Ensino Médio,S,N,2856,1884,Sul,38219.83,Ano,S,Negado,antiga,medio_baixo,2
EZYV10375,América do Norte,Ensino Superior,N,N,38,1993,Ilha,111337.27,Ano,S,Negado,intermediaria,alto,4
EZYV14795,Ásia,Ensino Superior,N,N,426,1998,Sul,123688.44,Ano,S,Negado,nova,alto,4
EZYV23000,Ásia,Ensino Superior,S,N,2309,2008,Oeste,144429.73,Ano,S,Negado,nova,alto,2
EZYV5526,América do Norte,Ensino Superior,S,N,4432,1956,Sul,502.9275,Hora,S,Negado,intermediaria,baixo,2
EZYV12666,Ásia,Mestrado,S,N,1675,2007,Oeste,116490.94,Ano,S,Aprovado,nova,alto,2
EZYV7691,Ásia,Ensino Superior,S,N,1598,1977,Oeste,211621.68,Ano,N,Negado,intermediaria,alto,2
EZYV4059,Ásia,Ensino Superior,S,N,1114,2005,Sul,44663.65,Ano,S,Aprovado,nova,medio_baixo,2
EZYV17831,Ásia,Mestrado,N,N,422,2010,Oeste,172309.71,Ano,S,Aprovado,nova,alto,4
EZYV3105,África,Ensino Médio,S,N,318,1998,Meio-Oeste,77605.78,Ano,S,Negado,nova,medio_alto,2
EZYV8026,Ásia,Mestrado,S,N,20583,1999,Meio-Oeste,30240.82,Ano,S,Aprovado,nova,baixo,2
EZYV9337,Ásia,Ensino Superior,S,N,47866,1973,Oeste,113425.18,Ano,S,Aprovado,intermediaria,alto,2
EZYV4201,Ásia,Mestrado,N,N,4875,1997,Meio-Oeste,115070.58,Ano,N,Negado,nova,alto,4
EZYV24314,Ásia,Mestrado,S,N,15468,2007,Oeste,15968.4,Ano,S,Negado,nova,baixo,2
EZYV21094,América do Norte,Mestrado,S,N,1834,1971,Nordeste,2862.98,Ano,S,Aprovado,intermediaria,baixo,2
EZYV3132,Ásia,Mestrado,S,S,3530,1968,Nordeste,73918.6,Ano,S,Aprovado,intermediaria,medio_alto,1
EZYV484,América do Norte,Doutorado,S,N,2691,2014,Nordeste,27471.41,Ano,S,Aprovado,nova,baixo,2
EZYV8589,Ásia,Mestrado,S,N,1956,2012,Oeste,27426.08,Ano,S,Aprovado,nova,baixo,2
EZYV20831,América do Sul,Ensino Superior,S,N,521,1984,Nordeste,97623.28,Ano,S,Aprovado,intermediaria,medio_alto,2
EZYV25014,Europa,Mestrado,N,N,57272,1985,Oeste,134632.02,Ano,S,Negado,intermediaria,alto,4
EZYV25327,Ásia,Mestrado,S,N,470,1999,Nordeste,717.5184,Hora,S,Negado,nova,baixo,2
EZYV18563,América do Norte,Ensino Superior,N,N,2163,2006,Oeste,245890.1,Ano,S,Aprovado,nova,alto,4
EZYV15076,Ásia,Ensino Médio,S,N,403,2003,Meio-Oeste,94323.04,Ano,S,Negado,nova,medio_alto,2
EZYV11765,Ásia,Ensino Superior,N,N,3355,2000,Sul,31789.85,Ano,S,Negado,nova,baixo,4
EZYV12185,Ásia,Ensino Superior,S,N,5246,1996,Oeste,29052.61,Ano,S,Negado,nova,baixo,2
EZYV16962,Europa,Ensino Superior,S,S,27,1999,Oeste,85195.12,Ano,S,Aprovado,nova,medio_alto,1
